Feature_1,Feature_2,Feature_3,Feature_4,Target
0.4967141530112327,-0.1382643011711846,0.6476885381006925,1.5230298564080254,0
-0.2341369569491805,1.5792128155073917,0.7674347291529088,-0.4694743859349521,0
-0.4634176928124622,-0.4657297535702568,0.2419622715660341,-1.913280244657798,0
-0.5622875292409727,-1.0128311203344238,0.3142473325952739,-0.9080240755212108,0
1.465648768921554,-0.2257763004865356,0.0675282046879238,-1.4247481862134568,0
0.110922589709866,-1.1509935774223028,0.3756980183456719,-0.600638689918805,2
-0.6017066122293969,1.8522781845089376,-0.0134972247379339,-1.0577109289559004,1
-1.2208436499710222,0.2088635950047554,-1.959670123879776,-1.3281860488984305,2
0.7384665799954104,0.1713682811899705,-0.1156482823882405,-0.3011036955892888,0
-0.7198442083947086,-0.4606387709597875,1.0571222262189155,0.3436182895684614,0
0.324083969394795,-0.3850822804163165,-0.6769220003059587,0.6116762888408679,2
0.9312801191161986,-0.8392175232226385,-0.3092123758512146,0.3312634314035639,2
-0.4791742378452899,-0.1856589766638171,-1.1063349740060282,-1.1962066240806708,2
1.356240028570823,-0.0720101215803338,1.0035328978920242,0.3616360250476341,0
0.3613956055084139,1.5380365664659692,-0.0358260391099515,1.5646436558140062,0
0.8219025043752238,0.0870470682381712,-0.2990073504658674,0.0917607765355023,0
-0.2196718878375119,0.3571125715117464,1.477894044741516,-0.5182702182736474,0
-0.5017570435845365,0.915402117702074,0.3287511096596844,-0.5297602037670388,2
0.0970775493480403,0.9686449905328892,-0.7020530938773524,-0.3276621465977682,1
-1.4635149481321186,0.296120277064576,0.2610552721798893,0.0051134566424608,0
-1.4153707420504142,-0.420645322765359,-0.3427145165267695,-0.8022772692216189,2
0.4040508568145384,1.8861859012105304,0.1745778128318389,0.2575503907227643,1
-1.9187712152990413,-0.0265138754492168,0.0602302099410264,2.463242112485286,0
0.3015473423336124,-0.0347117697052433,-1.168678037619532,1.1428228145150203,2
0.7910319470430469,-0.9093874547947388,1.4027943109360992,-1.4018510627922809,0
2.1904556258099785,-0.9905363251306885,-0.5662977296027719,0.0996513650876412,2
-1.5506634310661327,0.0685629748060273,-1.0623037137261049,0.4735924306351816,2
1.5499344050175394,-0.7832532923362371,-0.3220615162056756,0.8135172173696698,0
0.2274599346041294,1.307142754282428,-1.6074832345612275,0.1846338585323042,1
0.7818228717773104,-1.236950710878082,-1.3204566130842763,0.5219415656168976,2
0.2504928503458765,0.3464482094969757,-0.6800247215784908,0.2322536971610035,2
